user_id,age,gender,location,interests,ad_id,ad_category,ad_platform,ad_type,impressions,clicks,conversion,time_spent_on_ad,day_of_week,device_type,engagement_score,ctr,cvr,age_group,conversion_rate,engagement_rate
U0057,34,F,UK,Travel,A0007,Luggage,Facebook,Image,5,0,0,2.89,Wednesday,Tablet,0.01,0.0,0.0,25-34,0.0,0.2
U0058,42,F,Australia,Fashion,A0008,Electronics,Facebook,Image,12,12,1,20.84,Sunday,Mobile,1.0,100.0,8.333333333333332,35-44,8.333333333333332,8.333333333333332
U0059,54,M,Canada,Travel,A0009,Gadgets,Instagram,Image,9,5,1,13.18,Thursday,Mobile,0.74,55.55555555555556,20.0,45-54,20.0,8.222222222222223
U0060,45,F,Australia,Gaming,A0010,Food & Beverage,Facebook,Video,3,2,0,27.67,Sunday,Desktop,0.43,66.66666666666666,0.0,45-54,0.0,14.333333333333334
U0061,47,F,Australia,Travel,A0011,Sportswear,Instagram,Image,14,14,1,26.57,Tuesday,Desktop,1.0,100.0,7.142857142857142,45-54,7.142857142857142,7.142857142857142
U0062,54,Other,Australia,Gaming,A0012,Sportswear,Facebook,Video,14,5,1,7.15,Sunday,Desktop,0.61,35.714285714285715,20.0,45-54,20.0,4.357142857142858
U0063,39,F,Germany,Food,A0013,Sportswear,Facebook,Carousel,4,0,0,1.21,Thursday,Desktop,0.01,0.0,0.0,35-44,0.0,0.25
U0064,53,M,Australia,Gaming,A0014,Food & Beverage,Instagram,Video,13,0,0,0.47,Tuesday,Desktop,0.0,0.0,0.0,45-54,0.0,0.0
U0065,33,F,Australia,Travel,A0015,Sportswear,Instagram,Carousel,9,5,1,22.63,Wednesday,Desktop,0.78,55.55555555555556,20.0,25-34,20.0,8.666666666666668
U0066,47,F,Canada,Fitness,A0016,Apparel,Facebook,Carousel,4,2,1,16.54,Sunday,Tablet,0.73,50.0,50.0,45-54,50.0,18.25
U0067,29,M,UK,Food,A0017,Gadgets,Instagram,Carousel,10,8,0,29.43,Sunday,Mobile,0.5,80.0,0.0,25-34,0.0,5.0
U0068,36,M,Canada,Fashion,A0018,Sportswear,Facebook,Carousel,9,2,1,29.25,Friday,Desktop,0.61,22.22222222222222,50.0,35-44,50.0,6.777777777777777
U0069,26,Other,India,Tech,A0019,Electronics,Instagram,Video,8,7,1,29.0,Wednesday,Desktop,0.94,87.5,14.285714285714285,25-34,14.285714285714285,11.75
U0070,25,M,India,Gaming,A0020,Electronics,Facebook,Image,3,2,1,8.2,Friday,Desktop,0.77,66.66666666666666,50.0,25-34,50.0,25.666666666666664
U0071,56,Other,Germany,Fashion,A0021,Luggage,Instagram,Video,15,14,1,18.07,Thursday,Desktop,0.96,93.33333333333333,7.142857142857142,55-64,7.142857142857142,6.4
U0072,54,Other,USA,Travel,A0022,Food & Beverage,Facebook,Image,11,3,1,3.35,Tuesday,Mobile,0.55,27.27272727272727,33.33333333333333,45-54,33.33333333333333,5.0
U0073,53,M,UK,Tech,A0023,Gadgets,Instagram,Carousel,10,7,1,7.71,Saturday,Desktop,0.79,70.0,14.285714285714285,45-54,14.285714285714285,7.9
U0074,47,M,Australia,Fashion,A0024,Sportswear,Facebook,Video,2,2,1,5.32,Wednesday,Mobile,0.93,100.0,50.0,45-54,50.0,46.5
U0075,22,M,UK,Fitness,A0025,Luggage,Instagram,Video,2,1,0,21.29,Wednesday,Tablet,0.35,50.0,0.0,18-24,0.0,17.5
U0076,52,F,India,Tech,A0026,Luggage,Facebook,Video,12,5,0,1.75,Tuesday,Tablet,0.22,41.66666666666667,0.0,45-54,0.0,1.8333333333333333
U0077,54,Other,USA,Food,A0027,Sportswear,Facebook,Image,8,8,0,27.57,Tuesday,Tablet,0.6,100.0,0.0,45-54,0.0,7.5
U0078,45,Other,India,Tech,A0028,Gadgets,Instagram,Video,6,2,0,25.87,Wednesday,Desktop,0.27,33.33333333333333,0.0,45-54,0.0,4.500000000000001
U0079,49,F,Australia,Gaming,A0029,Luggage,Facebook,Video,2,1,1,4.36,Sunday,Desktop,0.67,50.0,100.0,45-54,100.0,33.5
U0080,50,M,Australia,Travel,A0030,Gadgets,Instagram,Image,4,4,1,22.94,Saturday,Desktop,1.0,100.0,25.0,45-54,25.0,25.0
U0081,21,M,Canada,Travel,A0031,Apparel,Instagram,Video,15,15,1,29.22,Friday,Mobile,1.0,100.0,6.666666666666667,18-24,6.666666666666667,6.666666666666667
U0082,28,F,Germany,Tech,A0032,Luggage,Instagram,Image,4,0,0,2.31,Monday,Tablet,0.01,0.0,0.0,25-34,0.0,0.25
U0083,27,F,Australia,Fitness,A0033,Luggage,Instagram,Video,14,7,0,8.07,Friday,Mobile,0.29,50.0,0.0,25-34,0.0,2.071428571428571
U0084,42,M,Germany,Travel,A0034,Food & Beverage,Facebook,Image,5,3,1,23.84,Wednesday,Mobile,0.8,60.0,33.33333333333333,35-44,33.33333333333333,16.0
U0085,36,Other,Canada,Travel,A0035,Luggage,Instagram,Image,8,8,1,10.64,Sunday,Tablet,0.95,100.0,12.5,35-44,12.5,11.875
U0086,42,F,Canada,Fashion,A0036,Food & Beverage,Facebook,Carousel,7,3,0,12.91,Wednesday,Tablet,0.28,42.857142857142854,0.0,35-44,0.0,4.0
U0087,48,Other,India,Gaming,A0037,Food & Beverage,Facebook,Video,1,0,0,2.51,Friday,Desktop,0.01,0.0,0.0,45-54,0.0,1.0
U0088,24,F,USA,Travel,A0038,Gadgets,Facebook,Carousel,3,3,0,29.13,Monday,Desktop,0.6,100.0,0.0,18-24,0.0,20.0
U0089,34,F,Germany,Food,A0039,Gadgets,Facebook,Video,14,10,0,12.02,Wednesday,Tablet,0.42,71.42857142857143,0.0,25-34,0.0,3.0
U0090,49,Other,USA,Travel,A0040,Electronics,Facebook,Carousel,11,4,0,22.66,Thursday,Mobile,0.28,36.36363636363637,0.0,45-54,0.0,2.5454545454545454
U0091,58,Other,USA,Gaming,A0041,Apparel,Instagram,Image,1,1,0,9.51,Wednesday,Desktop,0.55,100.0,0.0,55-64,0.0,55.00000000000001
U0092,27,M,Germany,Gaming,A0042,Luggage,Facebook,Image,3,0,0,3.05,Thursday,Tablet,0.02,0.0,0.0,25-34,0.0,0.6666666666666667
U0093,33,F,Germany,Fashion,A0043,Apparel,Instagram,Carousel,5,3,1,1.27,Sunday,Desktop,0.71,60.0,33.33333333333333,25-34,33.33333333333333,14.2
U0094,36,Other,Germany,Fashion,A0044,Electronics,Instagram,Video,10,4,0,13.3,Wednesday,Desktop,0.27,40.0,0.0,35-44,0.0,2.7
U0095,37,M,India,Gaming,A0045,Electronics,Facebook,Video,10,5,0,29.79,Wednesday,Mobile,0.35,50.0,0.0,35-44,0.0,3.4999999999999996
U0096,60,F,Canada,Tech,A0046,Luggage,Facebook,Carousel,12,7,0,27.19,Sunday,Mobile,0.39,58.333333333333336,0.0,55-64,0.0,3.25
U0097,56,F,UK,Food,A0047,Apparel,Instagram,Carousel,13,11,0,20.74,Tuesday,Tablet,0.52,84.61538461538461,0.0,55-64,0.0,4.0
U0098,24,Other,Australia,Tech,A0048,Sportswear,Instagram,Image,10,5,0,3.61,Wednesday,Desktop,0.27,50.0,0.0,18-24,0.0,2.7
U0099,44,M,UK,Fashion,A0049,Luggage,Instagram,Carousel,9,4,0,8.45,Sunday,Desktop,0.26,44.44444444444444,0.0,35-44,0.0,2.8888888888888893
U0100,36,Other,Canada,Tech,A0050,Gadgets,Facebook,Image,13,3,0,22.0,Thursday,Tablet,0.22,23.076923076923077,0.0,35-44,0.0,1.6923076923076923
U0101,41,M,India,Tech,A0001,Sportswear,Facebook,Video,6,5,0,8.6,Thursday,Tablet,0.46,83.33333333333334,0.0,35-44,0.0,7.666666666666668
U0102,41,M,Australia,Fashion,A0002,Gadgets,Facebook,Carousel,15,10,0,7.42,Monday,Tablet,0.37,66.66666666666666,0.0,35-44,0.0,2.466666666666667
U0103,47,Other,Canada,Food,A0003,Gadgets,Facebook,Image,1,0,0,1.52,Thursday,Mobile,0.01,0.0,0.0,45-54,0.0,1.0
U0104,24,M,Germany,Fashion,A0004,Gadgets,Instagram,Video,11,11,0,16.67,Friday,Tablet,0.58,100.0,0.0,18-24,0.0,5.2727272727272725
U0105,27,F,Australia,Tech,A0005,Gadgets,Instagram,Video,1,1,1,13.9,Tuesday,Desktop,0.97,100.0,100.0,25-34,100.0,97.0
U0106,24,Other,Canada,Travel,A0006,Food & Beverage,Instagram,Image,7,4,1,4.54,Sunday,Desktop,0.71,57.14285714285714,25.0,18-24,25.0,10.142857142857142
U0107,23,Other,UK,Food,A0007,Food & Beverage,Facebook,Image,13,5,1,4.65,Friday,Mobile,0.62,38.46153846153847,20.0,18-24,20.0,4.769230769230769
U0108,22,Other,UK,Travel,A0008,Apparel,Facebook,Video,13,2,0,18.28,Wednesday,Mobile,0.17,15.384615384615385,0.0,18-24,0.0,1.3076923076923077
U0109,26,Other,Canada,Fashion,A0009,Electronics,Facebook,Image,1,1,0,7.9,Wednesday,Mobile,0.54,100.0,0.0,25-34,0.0,54.0
U0110,29,F,USA,Fashion,A0010,Food & Beverage,Instagram,Carousel,2,2,1,14.0,Wednesday,Tablet,0.97,100.0,50.0,25-34,50.0,48.5
U0111,55,M,India,Travel,A0011,Apparel,Facebook,Carousel,13,13,0,9.75,Saturday,Mobile,0.55,100.0,0.0,55-64,0.0,4.230769230769231
U0112,21,F,India,Gaming,A0012,Food & Beverage,Facebook,Video,12,7,1,3.34,Friday,Mobile,0.71,58.333333333333336,14.285714285714285,18-24,14.285714285714285,5.916666666666667
U0113,22,M,Canada,Travel,A0013,Food & Beverage,Instagram,Video,10,8,1,15.66,Thursday,Mobile,0.88,80.0,12.5,18-24,12.5,8.799999999999999
U0114,25,Other,Australia,Travel,A0014,Food & Beverage,Facebook,Video,8,3,1,25.0,Thursday,Desktop,0.69,37.5,33.33333333333333,25-34,33.33333333333333,8.625
U0115,24,F,India,Fitness,A0015,Food & Beverage,Instagram,Video,3,3,1,25.12,Monday,Desktop,1.0,100.0,33.33333333333333,18-24,33.33333333333333,33.33333333333333
U0116,24,Other,Australia,Fitness,A0016,Apparel,Facebook,Carousel,9,8,1,4.54,Wednesday,Tablet,0.87,88.88888888888889,12.5,18-24,12.5,9.666666666666666
U0117,45,Other,USA,Fitness,A0017,Luggage,Instagram,Video,2,2,0,5.49,Thursday,Mobile,0.53,100.0,0.0,45-54,0.0,26.5
U0118,24,F,Germany,Fitness,A0018,Electronics,Instagram,Carousel,4,3,0,29.26,Sunday,Tablet,0.47,75.0,0.0,18-24,0.0,11.75
U0119,57,Other,Australia,Travel,A0019,Electronics,Instagram,Image,3,2,0,9.96,Wednesday,Desktop,0.38,66.66666666666666,0.0,55-64,0.0,12.666666666666668
U0120,18,M,UK,Travel,A0020,Food & Beverage,Instagram,Image,3,0,0,0.46,Friday,Mobile,0.0,0.0,0.0,18-24,0.0,0.0
U0121,42,F,India,Fitness,A0021,Apparel,Instagram,Video,12,5,0,17.46,Monday,Mobile,0.3,41.66666666666667,0.0,35-44,0.0,2.5
U0122,27,M,Germany,Tech,A0022,Food & Beverage,Facebook,Video,8,6,1,13.82,Wednesday,Mobile,0.84,75.0,16.666666666666664,25-34,16.666666666666664,10.5
U0123,50,M,Canada,Gaming,A0023,Electronics,Instagram,Carousel,11,9,1,20.35,Monday,Mobile,0.91,81.81818181818183,11.11111111111111,45-54,11.11111111111111,8.272727272727273
U0124,43,Other,USA,Tech,A0024,Apparel,Instagram,Image,13,2,0,9.39,Monday,Mobile,0.12,15.384615384615385,0.0,35-44,0.0,0.923076923076923
U0125,49,Other,India,Fashion,A0025,Apparel,Instagram,Carousel,12,3,0,25.17,Sunday,Desktop,0.23,25.0,0.0,45-54,0.0,1.916666666666667
U0126,22,F,Australia,Tech,A0026,Gadgets,Facebook,Video,15,2,0,17.7,Friday,Desktop,0.16,13.333333333333334,0.0,18-24,0.0,1.0666666666666667
U0127,58,F,Canada,Tech,A0027,Gadgets,Facebook,Video,3,3,0,27.67,Monday,Desktop,0.6,100.0,0.0,55-64,0.0,20.0
U0128,24,M,India,Travel,A0028,Gadgets,Facebook,Video,14,4,0,7.43,Sunday,Mobile,0.18,28.57142857142857,0.0,18-24,0.0,1.2857142857142856
U0129,22,Other,Australia,Tech,A0029,Luggage,Facebook,Video,6,5,0,19.72,Tuesday,Mobile,0.52,83.33333333333334,0.0,18-24,0.0,8.666666666666668
U0130,24,M,Canada,Fashion,A0030,Apparel,Facebook,Carousel,2,0,0,4.76,Saturday,Desktop,0.02,0.0,0.0,18-24,0.0,1.0
U0131,47,Other,Germany,Gaming,A0031,Food & Beverage,Instagram,Carousel,6,1,1,14.6,Saturday,Desktop,0.56,16.666666666666664,100.0,45-54,100.0,9.333333333333334
U0132,35,Other,USA,Fitness,A0032,Luggage,Facebook,Video,8,7,1,11.69,Wednesday,Mobile,0.9,87.5,14.285714285714285,35-44,14.285714285714285,11.25
U0133,59,M,Germany,Travel,A0033,Luggage,Instagram,Video,10,8,0,22.43,Monday,Desktop,0.5,80.0,0.0,55-64,0.0,5.0
U0134,54,Other,UK,Fitness,A0034,Luggage,Instagram,Carousel,3,0,0,2.25,Sunday,Desktop,0.01,0.0,0.0,45-54,0.0,0.33333333333333337
U0135,23,Other,Australia,Fashion,A0035,Electronics,Facebook,Carousel,8,7,0,18.68,Wednesday,Desktop,0.53,87.5,0.0,18-24,0.0,6.625
U0136,36,F,India,Fitness,A0036,Food & Beverage,Facebook,Carousel,11,5,1,3.74,Saturday,Desktop,0.65,45.45454545454545,20.0,35-44,20.0,5.909090909090909
U0137,36,F,Australia,Food,A0037,Luggage,Facebook,Video,2,2,0,27.59,Wednesday,Tablet,0.6,100.0,0.0,35-44,0.0,30.0
U0138,60,F,UK,Travel,A0038,Food & Beverage,Facebook,Video,9,6,0,10.53,Tuesday,Tablet,0.39,66.66666666666666,0.0,55-64,0.0,4.333333333333334
U0139,51,M,Australia,Food,A0039,Gadgets,Instagram,Image,6,2,1,7.21,Sunday,Desktop,0.6,33.33333333333333,50.0,45-54,50.0,10.0
U0140,30,M,UK,Fashion,A0040,Electronics,Instagram,Image,9,8,0,26.63,Monday,Tablet,0.54,88.88888888888889,0.0,25-34,0.0,6.000000000000001
U0141,39,Other,UK,Travel,A0041,Gadgets,Facebook,Image,3,1,0,2.27,Wednesday,Tablet,0.18,33.33333333333333,0.0,35-44,0.0,6.0
U0142,33,F,Germany,Fitness,A0042,Food & Beverage,Instagram,Image,9,3,1,24.45,Thursday,Mobile,0.67,33.33333333333333,33.33333333333333,25-34,33.33333333333333,7.4444444444444455
U0143,41,Other,Germany,Gaming,A0043,Gadgets,Instagram,Video,9,8,1,5.7,Tuesday,Tablet,0.87,88.88888888888889,12.5,35-44,12.5,9.666666666666666
U0144,26,F,USA,Food,A0044,Gadgets,Instagram,Carousel,15,3,0,15.96,Monday,Desktop,0.18,20.0,0.0,25-34,0.0,1.2
U0145,23,M,Canada,Gaming,A0045,Luggage,Facebook,Video,2,0,0,4.08,Wednesday,Mobile,0.02,0.0,0.0,18-24,0.0,1.0
U0146,44,M,India,Travel,A0046,Sportswear,Facebook,Video,2,1,1,10.24,Monday,Tablet,0.7,50.0,100.0,35-44,100.0,35.0
U0147,59,F,UK,Fashion,A0047,Electronics,Instagram,Video,12,2,0,14.6,Friday,Mobile,0.16,16.666666666666664,0.0,55-64,0.0,1.3333333333333335
U0148,23,M,Canada,Fashion,A0048,Apparel,Instagram,Image,13,4,1,4.53,Tuesday,Desktop,0.58,30.76923076923077,25.0,18-24,25.0,4.461538461538462
U0149,58,Other,India,Tech,A0049,Electronics,Instagram,Carousel,9,0,0,3.16,Friday,Mobile,0.02,0.0,0.0,55-64,0.0,0.2222222222222222
U0150,27,F,India,Tech,A0050,Luggage,Instagram,Image,10,6,1,20.38,Friday,Desktop,0.8,60.0,16.666666666666664,25-34,16.666666666666664,8.0
U0151,22,Other,Germany,Travel,A0001,Luggage,Facebook,Video,14,7,1,12.22,Wednesday,Desktop,0.71,50.0,14.285714285714285,18-24,14.285714285714285,5.071428571428571
U0152,19,F,USA,Fitness,A0002,Apparel,Facebook,Carousel,12,12,1,2.29,Friday,Desktop,0.91,100.0,8.333333333333332,18-24,8.333333333333332,7.583333333333334
U0153,59,M,Australia,Gaming,A0003,Food & Beverage,Instagram,Carousel,3,1,1,23.51,Thursday,Mobile,0.67,33.33333333333333,100.0,55-64,100.0,22.333333333333336
U0154,36,M,USA,Fashion,A0004,Electronics,Instagram,Video,9,6,0,16.75,Wednesday,Mobile,0.42,66.66666666666666,0.0,35-44,0.0,4.666666666666666
U0155,59,M,Canada,Fitness,A0005,Electronics,Instagram,Video,2,1,1,12.6,Thursday,Desktop,0.71,50.0,100.0,55-64,100.0,35.5
U0156,39,M,India,Food,A0006,Gadgets,Instagram,Carousel,5,0,0,3.64,Monday,Desktop,0.02,0.0,0.0,35-44,0.0,0.4
U0157,56,M,Germany,Fitness,A0007,Sportswear,Facebook,Image,6,5,1,13.93,Saturday,Desktop,0.89,83.33333333333334,20.0,55-64,20.0,14.833333333333334
U0158,28,Other,India,Fitness,A0008,Gadgets,Facebook,Carousel,14,14,1,29.95,Wednesday,Tablet,1.0,100.0,7.142857142857142,25-34,7.142857142857142,7.142857142857142
U0159,21,M,Australia,Food,A0009,Gadgets,Instagram,Carousel,13,11,0,28.63,Tuesday,Tablet,0.52,84.61538461538461,0.0,18-24,0.0,4.0
U0160,46,M,UK,Tech,A0010,Apparel,Instagram,Video,7,0,0,3.03,Saturday,Desktop,0.02,0.0,0.0,45-54,0.0,0.2857142857142857
U0161,41,F,India,Tech,A0011,Luggage,Facebook,Carousel,6,3,1,9.08,Monday,Mobile,0.7,50.0,33.33333333333333,35-44,33.33333333333333,11.666666666666666
U0162,29,F,Germany,Gaming,A0012,Luggage,Facebook,Video,13,4,0,7.22,Friday,Desktop,0.19,30.76923076923077,0.0,25-34,0.0,1.4615384615384615
U0163,49,M,USA,Fashion,A0013,Electronics,Instagram,Image,15,14,0,24.5,Sunday,Desktop,0.57,93.33333333333333,0.0,45-54,0.0,3.8
U0164,60,F,Australia,Tech,A0014,Luggage,Instagram,Video,14,2,0,27.89,Saturday,Mobile,0.17,14.285714285714285,0.0,55-64,0.0,1.2142857142857144
